Number,Name,URL,Type,Classification,Height_m,Weight_kg,Capture_rate,HP,Attack,Defense,Sp. attack,Sp. defense,Speed
183,Marill,https://www.serebii.net/pokedex-swsh/marill/,"['water', 'fairy']",Aqua Mouse Pokémon,0.4,8.5,190,70,20,50,20,50,40
184,Azumarill,https://www.serebii.net/pokedex-swsh/azumarill/,"['water', 'fairy']",Aqua Rabbit Pokémon,0.8,28.5,75,100,50,80,60,80,50
185,Sudowoodo,https://www.serebii.net/pokedex-swsh/sudowoodo/,['rock'],Imitation Pokémon,1.2,38.0,65Legends125,70,100,115,30,65,30
186,Politoed,https://www.serebii.net/pokedex-swsh/politoed/,['water'],Frog Pokémon,1.1,33.9,45,90,75,75,90,100,70
187,Hoppip,https://www.serebii.net/pokedex-swsh/hoppip/,"['grass', 'flying']",Cottonweed Pokémon,0.4,0.5,255,35,35,40,35,55,50
188,Skiploom,https://www.serebii.net/pokedex-swsh/skiploom/,"['grass', 'flying']",Cottonweed Pokémon,0.6,1.0,120,55,45,50,45,65,80
189,Jumpluff,https://www.serebii.net/pokedex-swsh/jumpluff/,"['grass', 'flying']",Cottonweed Pokémon,0.8,3.0,45,75,55,70,55,95,110
190,Aipom,https://www.serebii.net/pokedex-swsh/aipom/,['normal'],Long Tail Pokémon,0.8,11.5,45Legends235,55,70,55,40,55,85
191,Sunkern,https://www.serebii.net/pokedex-swsh/sunkern/,['grass'],Seed Pokémon,0.3,1.8,225,30,30,30,30,30,30
192,Sunflora,https://www.serebii.net/pokedex-swsh/sunflora/,['grass'],Sun Pokémon,0.8,8.5,120,75,75,55,105,85,30
193,Yanma,https://www.serebii.net/pokedex-swsh/yanma/,"['bug', 'flying']",Clear Wing Pokémon,1.2,38.0,75Legends190,65,65,45,75,45,95
194,Wooper,https://www.serebii.net/pokedex-swsh/wooper/,"['water', 'ground']",Water Fish Pokémon,0.4,8.5,255,55,45,45,25,25,15
195,Quagsire,https://www.serebii.net/pokedex-swsh/quagsire/,"['water', 'ground']",Water Fish Pokémon,1.4,75.0,90,95,85,85,65,65,35
196,Espeon,https://www.serebii.net/pokedex-swsh/espeon/,['psychic'],Sun Pokémon,0.9,26.5,45Legends115,65,65,60,130,95,110
197,Umbreon,https://www.serebii.net/pokedex-swsh/umbreon/,['dark'],Moon Pokémon,1.0,27.0,45Legends115,95,65,110,60,130,65
198,Murkrow,https://www.serebii.net/pokedex-swsh/murkrow/,"['dark', 'flying']",Darkness Pokémon,0.5,2.1,120Legends235,60,85,42,85,42,91
199,Slowking,https://www.serebii.net/pokedex-swsh/slowking/,"['water', 'psychic', 'poison', 'psychic']",Royal Pokémon,2.0,79.5,70,95,75,80,100,110,30
200,Misdreavus,https://www.serebii.net/pokedex-swsh/misdreavus/,['ghost'],Screech Pokémon,0.7,1.0,45Legends235,60,60,60,85,85,85
201,Unown,https://www.serebii.net/pokedex-swsh/unown/,['psychic'],Symbol Pokémon,0.5,5.0,225Legends180,48,72,48,72,48,48
202,Wobbuffet,https://www.serebii.net/pokedex-swsh/wobbuffet/,['psychic'],Patient Pokémon,1.3,28.5,45,190,33,58,33,58,33
203,Girafarig,https://www.serebii.net/pokedex-swsh/girafarig/,"['normal', 'psychic']",Long Neck Pokémon,1.5,41.5,60,70,80,65,90,65,85
204,Pineco,https://www.serebii.net/pokedex-swsh/pineco/,['bug'],Bagworm Pokémon,0.6,7.2,190,50,65,90,35,35,15
205,Forretress,https://www.serebii.net/pokedex-swsh/forretress/,"['bug', 'steel']",Bagworm Pokémon,1.2,125.8,75,75,90,140,60,60,40
206,Dunsparce,https://www.serebii.net/pokedex-swsh/dunsparce/,['normal'],Land Snake Pokémon,1.5,24.4,190,100,70,70,65,65,45
207,Gligar,https://www.serebii.net/pokedex-swsh/gligar/,"['ground', 'flying']",Flyscorpion Pokémon,1.1,64.8,60Legends125,65,75,105,35,65,85
208,Steelix,https://www.serebii.net/pokedex-swsh/steelix/,"['steel', 'ground']",Iron Snake Pokémon,9.2,400.0,25Legends55,75,85,200,55,65,30
209,Snubbull,https://www.serebii.net/pokedex-swsh/snubbull/,['fairy'],Fairy Pokémon,0.6,7.8,190,60,80,50,40,40,30
210,Granbull,https://www.serebii.net/pokedex-swsh/granbull/,['fairy'],Fairy Pokémon,1.4,48.7,75,90,120,75,60,60,45
211,Qwilfish,https://www.serebii.net/pokedex-swsh/qwilfish/,"['water', 'poison', 'dark', 'poison']",Balloon Pokémon,0.5,3.9,45Legends135,65,95,85,55,55,85
212,Scizor,https://www.serebii.net/pokedex-swsh/scizor/,"['bug', 'steel']",Pincer Pokémon,1.8,118.0,25Legends55,70,130,100,55,80,65
213,Shuckle,https://www.serebii.net/pokedex-swsh/shuckle/,"['bug', 'rock']",Mold Pokémon,0.6,20.5,190,20,10,230,10,230,5
214,Heracross,https://www.serebii.net/pokedex-swsh/heracross/,"['bug', 'fighting']",Single Horn Pokémon,1.5,54.0,45Legends115,80,125,75,40,95,85
215,Sneasel,https://www.serebii.net/pokedex-swsh/sneasel/,"['dark', 'ice', 'fighting', 'poison']",Sharp Claw Pokémon,0.9,28.0,60Legends135,55,95,55,35,75,115
216,Teddiursa,https://www.serebii.net/pokedex-swsh/teddiursa/,['normal'],Little Bear Pokémon,0.6,8.8,120Legends235,60,80,50,50,50,40
217,Ursaring,https://www.serebii.net/pokedex-swsh/ursaring/,['normal'],Hibernator Pokémon,1.8,125.8,60Legends135,90,130,75,75,75,55
218,Slugma,https://www.serebii.net/pokedex-swsh/slugma/,['fire'],Lava Pokémon,0.7,35.0,190,40,40,40,70,40,20
219,Magcargo,https://www.serebii.net/pokedex-swsh/magcargo/,"['fire', 'rock']",Lava Pokémon,0.8,55.0,75,60,50,120,90,80,30
220,Swinub,https://www.serebii.net/pokedex-swsh/swinub/,"['ice', 'ground']",Pig Pokémon,0.4,6.5,225Legends235,50,50,40,30,30,50
221,Piloswine,https://www.serebii.net/pokedex-swsh/piloswine/,"['ice', 'ground']",Swine Pokémon,1.1,55.8,75Legends135,100,100,80,60,60,50
222,Corsola,https://www.serebii.net/pokedex-swsh/corsola/,"['water', 'rock', 'ghost']",Coral Pokémon,0.6,5.0,60,65,55,95,65,95,35
223,Remoraid,https://www.serebii.net/pokedex-swsh/remoraid/,['water'],Jet Pokémon,0.6,12.0,190,35,65,35,65,35,65
224,Octillery,https://www.serebii.net/pokedex-swsh/octillery/,['water'],Jet Pokémon,0.9,28.5,75Legends135,75,105,75,105,75,45
225,Delibird,https://www.serebii.net/pokedex-swsh/delibird/,"['ice', 'flying']",Delivery Pokémon,0.9,16.0,45,45,55,45,65,45,75
226,Mantine,https://www.serebii.net/pokedex-swsh/mantine/,"['water', 'flying']",Kite Pokémon,2.1,220.0,25Legends125,85,40,70,80,140,70
227,Skarmory,https://www.serebii.net/pokedex-swsh/skarmory/,"['steel', 'flying']",Armor Bird Pokémon,1.7,50.5,25,65,80,140,40,70,70
228,Houndour,https://www.serebii.net/pokedex-swsh/houndour/,"['dark', 'fire']",Dark Pokémon,0.6,10.8,120,45,60,30,80,50,65
229,Houndoom,https://www.serebii.net/pokedex-swsh/houndoom/,"['dark', 'fire']",Dark Pokémon,1.4,35.0,45,75,90,50,110,80,95
230,Kingdra,https://www.serebii.net/pokedex-swsh/kingdra/,"['water', 'dragon']",Dragon Pokémon,1.8,152.0,45,75,95,95,95,95,85
231,Phanpy,https://www.serebii.net/pokedex-swsh/phanpy/,['ground'],Long Nose Pokémon,0.5,33.5,120,90,60,60,40,40,40
232,Donphan,https://www.serebii.net/pokedex-swsh/donphan/,['ground'],Armor Pokémon,1.1,120.0,60,90,120,120,60,60,50
233,Porygon2,https://www.serebii.net/pokedex-swsh/porygon2/,['normal'],Virtual Pokémon,0.6,32.5,45Legends115,85,80,90,105,95,60
234,Stantler,https://www.serebii.net/pokedex-swsh/stantler/,['normal'],Big Horn Pokémon,1.4,71.2,45Legends135,73,95,62,85,65,85
235,Smeargle,https://www.serebii.net/pokedex-swsh/smeargle/,['normal'],Painter Pokémon,1.2,58.0,45,55,20,35,20,45,75
236,Tyrogue,https://www.serebii.net/pokedex-swsh/tyrogue/,['fighting'],Scuffle Pokémon,0.7,21.0,75,35,35,35,35,35,35
237,Hitmontop,https://www.serebii.net/pokedex-swsh/hitmontop/,['fighting'],Handstand Pokémon,1.4,48.0,45,50,95,95,35,110,70
238,Smoochum,https://www.serebii.net/pokedex-swsh/smoochum/,"['ice', 'psychic']",Kiss Pokémon,0.4,6.0,150,45,30,15,85,65,65
239,Elekid,https://www.serebii.net/pokedex-swsh/elekid/,['electric'],Electric Pokémon,0.6,23.5,45Legends225,45,63,37,65,55,95
240,Magby,https://www.serebii.net/pokedex-swsh/magby/,['fire'],Live Coal Pokémon,0.7,21.4,45Legends225,45,75,37,70,55,83
241,Miltank,https://www.serebii.net/pokedex-swsh/miltank/,['normal'],Milk Cow Pokémon,1.2,75.5,45,95,80,105,40,70,100
242,Blissey,https://www.serebii.net/pokedex-swsh/blissey/,['normal'],Happiness Pokémon,1.5,46.8,30Legends55,255,10,10,75,135,55
243,Raikou,https://www.serebii.net/pokedex-swsh/raikou/,['electric'],Thunder Pokémon,1.9,178.0,3,90,85,75,115,100,115
244,Entei,https://www.serebii.net/pokedex-swsh/entei/,['fire'],Volcano Pokémon,2.1,198.0,3,115,115,85,90,75,100
245,Suicune,https://www.serebii.net/pokedex-swsh/suicune/,['water'],Aurora Pokémon,2.0,187.0,3,100,75,115,90,115,85
246,Larvitar,https://www.serebii.net/pokedex-swsh/larvitar/,"['rock', 'ground']",Rock Skin Pokémon,0.6,72.0,45,50,64,50,45,50,41
247,Pupitar,https://www.serebii.net/pokedex-swsh/pupitar/,"['rock', 'ground']",Hard Shell Pokémon,1.2,152.0,45,70,84,70,65,70,51
248,Tyranitar,https://www.serebii.net/pokedex-swsh/tyranitar/,"['rock', 'dark']",Armor Pokémon,2.0,202.0,45,100,134,110,95,100,61
249,Lugia,https://www.serebii.net/pokedex-swsh/lugia/,"['psychic', 'flying']",Diving Pokémon,5.2,216.0,3,106,90,130,90,154,110
250,Ho-Oh,https://www.serebii.net/pokedex-swsh/ho-oh/,"['fire', 'flying']",Rainbow Pokémon,3.8,199.0,3,106,130,90,110,154,90
251,Celebi,https://www.serebii.net/pokedex-swsh/celebi/,"['psychic', 'grass']",Time Travel Pokémon,0.6,5.0,45,100,100,100,100,100,100
252,Treecko,https://www.serebii.net/pokedex-swsh/treecko/,['grass'],Wood Gecko Pokémon,0.5,5.0,45,40,45,35,65,55,70
253,Grovyle,https://www.serebii.net/pokedex-swsh/grovyle/,['grass'],Wood Gecko Pokémon,0.9,21.6,45,50,65,45,85,65,95
254,Sceptile,https://www.serebii.net/pokedex-swsh/sceptile/,['grass'],Forest Pokémon,1.7,52.2,45,70,85,65,105,85,120
255,Torchic,https://www.serebii.net/pokedex-swsh/torchic/,['fire'],Chick Pokémon,0.4,2.5,45,45,60,40,70,50,45
256,Combusken,https://www.serebii.net/pokedex-swsh/combusken/,"['fire', 'fighting']",Young Fowl Pokémon,0.9,19.5,45,60,85,60,85,60,55
257,Blaziken,https://www.serebii.net/pokedex-swsh/blaziken/,"['fire', 'fighting']",Blaze Pokémon,1.9,52.0,45,80,120,70,110,70,80
258,Mudkip,https://www.serebii.net/pokedex-swsh/mudkip/,['water'],Mud Fish Pokémon,0.4,7.6,45,50,70,50,50,50,40
259,Marshtomp,https://www.serebii.net/pokedex-swsh/marshtomp/,"['water', 'ground']",Mud Fish Pokémon,0.7,28.0,45,70,85,70,60,70,50
260,Swampert,https://www.serebii.net/pokedex-swsh/swampert/,"['water', 'ground']",Mud Fish Pokémon,1.5,81.9,45,100,110,90,85,90,60
261,Poochyena,https://www.serebii.net/pokedex-swsh/poochyena/,['dark'],Bite Pokémon,0.5,13.6,255,35,55,35,30,30,35
262,Mightyena,https://www.serebii.net/pokedex-swsh/mightyena/,['dark'],Bite Pokémon,1.0,37.0,127,70,90,70,60,70,70
263,Zigzagoon,https://www.serebii.net/pokedex-swsh/zigzagoon/,"['normal', 'dark', 'normal']",TinyRaccoon Pokémon,0.4,17.5,255,38,30,41,30,41,60
264,Linoone,https://www.serebii.net/pokedex-swsh/linoone/,"['normal', 'dark', 'normal']",Rushing Pokémon,0.5,32.5,90,78,70,61,50,61,100
265,Wurmple,https://www.serebii.net/pokedex-swsh/wurmple/,['bug'],Worm Pokémon,0.3,3.6,255Legends245,45,45,35,20,30,20
266,Silcoon,https://www.serebii.net/pokedex-swsh/silcoon/,['bug'],Cocoon Pokémon,0.6,10.0,120Legends145,50,35,55,25,25,15
267,Beautifly,https://www.serebii.net/pokedex-swsh/beautifly/,"['bug', 'flying']",Butterfly Pokémon,1.0,28.4,45Legends95,60,70,50,100,50,65
268,Cascoon,https://www.serebii.net/pokedex-swsh/cascoon/,['bug'],Cocoon Pokémon,0.7,11.5,120Legends145,50,35,55,25,25,15
269,Dustox,https://www.serebii.net/pokedex-swsh/dustox/,"['bug', 'poison']",Poison Moth Pokémon,1.2,31.6,45Legends95,60,50,70,50,90,65
270,Lotad,https://www.serebii.net/pokedex-swsh/lotad/,"['water', 'grass']",Water Weed Pokémon,0.5,5.0,255,40,30,30,40,50,30
271,Lombre,https://www.serebii.net/pokedex-swsh/lombre/,"['water', 'grass']",Jolly Pokémon,1.2,32.5,120,60,50,50,60,70,50
272,Ludicolo,https://www.serebii.net/pokedex-swsh/ludicolo/,"['water', 'grass']",Carefree Pokémon,1.5,55.0,45,80,70,70,90,100,70
273,Seedot,https://www.serebii.net/pokedex-swsh/seedot/,['grass'],Acorn Pokémon,0.5,4.0,255,40,40,50,30,30,30
274,Nuzleaf,https://www.serebii.net/pokedex-swsh/nuzleaf/,"['grass', 'dark']",Wily Pokémon,1.0,28.0,120,70,70,40,60,40,60
275,Shirftry,https://www.serebii.net/pokedex-swsh/shiftry/,"['grass', 'dark']",Wicked Pokémon,1.3,59.6,45,90,100,60,90,60,80
276,Taillow,https://www.serebii.net/pokedex-swsh/taillow/,"['normal', 'flying']",Tiny Swallow Pokémon,0.3,2.3,200,40,55,30,30,30,85
277,Swellow,https://www.serebii.net/pokedex-swsh/swellow/,"['normal', 'flying']",Swallow Pokémon,0.7,19.8,45,60,85,60,75,50,125
278,Wingull,https://www.serebii.net/pokedex-swsh/wingull/,"['water', 'flying']",Seagull Pokémon,0.6,9.5,190Legends235,40,30,30,55,30,85
279,Pelipper,https://www.serebii.net/pokedex-swsh/pelipper/,"['water', 'flying']",Water Bird Pokémon,1.2,28.0,45Legends135,60,50,100,95,70,65
280,Ralts,https://www.serebii.net/pokedex-swsh/ralts/,"['psychic', 'fairy']",Feeling Pokémon,0.4,6.6,235Legends235,28,25,25,45,35,40
281,Kirlia,https://www.serebii.net/pokedex-swsh/kirlia/,"['psychic', 'fairy']",Emotion Pokémon,0.8,20.2,120Legends135,38,35,35,65,55,50
282,Gardevoir,https://www.serebii.net/pokedex-swsh/gardevoir/,"['psychic', 'fairy']",Embrace Pokémon,1.6,48.4,45Legends95,68,65,65,125,115,80
283,Surskit,https://www.serebii.net/pokedex-swsh/surskit/,"['bug', 'water']",Pond Skater Pokémon,0.5,1.7,200,40,30,32,50,52,65
284,Masquerain,https://www.serebii.net/pokedex-swsh/masquerain/,"['bug', 'flying']",Eyeball Pokémon,1.4,3.6,75,70,60,62,100,82,80
285,Shroomish,https://www.serebii.net/pokedex-swsh/shroomish/,['grass'],Mushroom Pokémon,0.4,4.5,255,60,40,60,40,60,35
286,Breloom,https://www.serebii.net/pokedex-swsh/breloom/,"['grass', 'fighting']",Mushroom Pokémon,1.2,39.2,90,60,130,80,60,60,70
287,Slakoth,https://www.serebii.net/pokedex-swsh/slakoth/,['normal'],Slacker Pokémon,0.8,24.0,90,60,60,60,35,35,30
288,Vigoroth,https://www.serebii.net/pokedex-swsh/vigoroth/,['normal'],Wild Monkey Pokémon,1.4,46.5,120,80,80,80,55,55,90
289,Slaking,https://www.serebii.net/pokedex-swsh/slaking/,['normal'],Lazy Pokémon,2.0,150.5,45,150,160,100,95,65,100
290,Nincada,https://www.serebii.net/pokedex-swsh/nincada/,"['bug', 'ground']",Trainee Pokémon,0.5,5.5,255,31,45,90,30,30,40
291,Ninjask,https://www.serebii.net/pokedex-swsh/ninjask/,"['bug', 'flying']",Ninja Pokémon,0.8,12.0,120,61,90,45,50,50,160
292,Shedinja,https://www.serebii.net/pokedex-swsh/shedinja/,"['bug', 'ghost']",Shed Pokémon,0.8,1.2,45,1,90,45,30,30,40
293,Whismur,https://www.serebii.net/pokedex-swsh/whismur/,['normal'],Whisper Pokémon,0.6,16.3,190,64,51,23,51,23,28
294,Loudred,https://www.serebii.net/pokedex-swsh/loudred/,['normal'],Big Voice Pokémon,1.0,40.5,120,84,71,43,71,43,48
295,Exploud,https://www.serebii.net/pokedex-swsh/exploud/,['normal'],Loud Noise Pokémon,1.5,84.0,45,104,91,63,91,73,68
296,Makuhita,https://www.serebii.net/pokedex-swsh/makuhita/,['fighting'],Guts Pokémon,1.0,86.4,180Legends245,72,60,30,20,30,25
297,Hariyama,https://www.serebii.net/pokedex-swsh/hariyama/,['fighting'],Arm Thrust Pokémon,2.3,253.8,200Legends145,144,120,60,40,60,50
298,Azurill,https://www.serebii.net/pokedex-swsh/azurill/,"['normal', 'fairy']",Polka Dot Pokémon,0.2,2.0,150,50,20,40,20,40,20
299,Nosepass,https://www.serebii.net/pokedex-swsh/nosepass/,['rock'],Compass Pokémon,1.0,97.0,255Legends245,30,45,135,45,90,30
300,Skitty,https://www.serebii.net/pokedex-swsh/skitty/,['normal'],Kitten Pokémon,0.6,11.0,255,50,45,45,35,35,50
301,Delcatty,https://www.serebii.net/pokedex-swsh/delcatty/,['normal'],Prim Pokémon,1.1,32.6,60,70,65,65,55,55,90
302,Sableye,https://www.serebii.net/pokedex-swsh/sableye/,"['dark', 'ghost']",Darkness Pokémon,0.5,11.0,45,50,75,75,65,65,50
303,Mawile,https://www.serebii.net/pokedex-swsh/mawile/,"['steel', 'fairy']",Deceiver Pokémon,0.6,11.5,45,50,85,85,55,55,50
304,Aron,https://www.serebii.net/pokedex-swsh/aron/,"['steel', 'rock']",Iron Armor Pokémon,0.4,60.0,180,50,70,100,40,40,30
305,Lairon,https://www.serebii.net/pokedex-swsh/lairon/,"['steel', 'rock']",Iron Armor Pokémon,0.9,120.0,90,60,90,140,50,50,40
306,Aggron,https://www.serebii.net/pokedex-swsh/aggron/,"['steel', 'rock']",Iron Armor Pokémon,2.1,360.0,45,70,110,180,60,60,50
307,Meditite,https://www.serebii.net/pokedex-swsh/meditite/,"['character', 'psychic']",Meditate Pokémon,0.6,11.2,180,30,40,55,40,55,60
308,Medicham,https://www.serebii.net/pokedex-swsh/medicham/,"['character', 'psychic']",Meditate Pokémon,1.3,31.5,90,60,60,75,60,75,80
309,Electrike,https://www.serebii.net/pokedex-swsh/electrike/,['electric'],Lightning Pokémon,0.6,13.9,200,40,45,40,65,40,65
310,Manectric,https://www.serebii.net/pokedex-swsh/manectric/,['electric'],Discharge Pokémon,1.5,40.2,45,70,75,60,105,60,105
311,Plusle,https://www.serebii.net/pokedex-swsh/plusle/,['electric'],Cheering Pokémon,0.4,4.2,200,60,50,40,85,75,95
312,Minun,https://www.serebii.net/pokedex-swsh/minun/,['electric'],Cheering Pokémon,0.4,4.2,200,60,40,50,75,85,95
313,Volbeat,https://www.serebii.net/pokedex-swsh/volbeat/,['bug'],Firefly Pokémon,0.7,17.7,150,65,73,75,47,85,85
314,Illumise,https://www.serebii.net/pokedex-swsh/illumise/,['bug'],Firefly Pokémon,0.6,17.7,150,65,47,75,73,85,85
315,Roselia,https://www.serebii.net/pokedex-swsh/roselia/,"['grass', 'poison']",Thorn Pokémon,0.3,2.0,150Legends235,50,60,45,100,80,65
316,Gulpin,https://www.serebii.net/pokedex-swsh/gulpin/,['poison'],Stomach Pokémon,0.4,10.3,225,70,43,53,43,53,40
317,Swalot,https://www.serebii.net/pokedex-swsh/swalot/,['poison'],Poison Bag Pokémon,1.7,80.0,75,100,73,83,73,83,55
318,Carvanha,https://www.serebii.net/pokedex-swsh/carvanha/,"['water', 'dark']",Savage Pokémon,0.8,20.8,225,45,90,20,65,20,65
319,Sharpedo,https://www.serebii.net/pokedex-swsh/sharpedo/,"['water', 'dark']",Brutal Pokémon,1.8,88.8,60,70,120,40,95,40,95
320,Wailmer,https://www.serebii.net/pokedex-swsh/wailmer/,['water'],Ball Whale Pokémon,2.0,130.0,125,130,70,35,70,35,60
321,Wailord,https://www.serebii.net/pokedex-swsh/wailord/,['water'],Float Whale Pokémon,14.5,398.0,60,170,90,45,90,45,60
322,Numel,https://www.serebii.net/pokedex-swsh/numel/,"['fire', 'ground']",Numb Pokémon,0.7,24.0,255,60,60,40,65,45,35
323,Camerupt,https://www.serebii.net/pokedex-swsh/camerupt/,"['fire', 'ground']",Eruption Pokémon,1.9,220.0,150,70,100,70,105,75,40
324,Torkoal,https://www.serebii.net/pokedex-swsh/torkoal/,['fire'],Coal Pokémon,0.5,80.4,90,70,85,140,85,70,20
325,Spoink,https://www.serebii.net/pokedex-swsh/spoink/,['psychic'],Bounce Pokémon,0.7,30.6,255,60,25,35,70,80,60
326,Grumpig,https://www.serebii.net/pokedex-swsh/grumpig/,['psychic'],Manipulate Pokémon,0.9,71.5,60,80,45,65,90,110,80
327,Spinda,https://www.serebii.net/pokedex-swsh/spinda/,['normal'],Spot Panda Pokémon,1.1,5.0,255,60,60,60,60,60,60
328,Trapinch,https://www.serebii.net/pokedex-swsh/trapinch/,['ground'],Ant Pit Pokémon,0.7,15.0,255,45,100,45,45,45,10
329,Vibrava,https://www.serebii.net/pokedex-swsh/vibrava/,"['ground', 'dragon']",Vibration Pokémon,1.1,15.3,120,50,70,50,50,50,70
330,Flygon,https://www.serebii.net/pokedex-swsh/flygon/,"['ground', 'dragon']",Mystic Pokémon,2.0,82.0,45,80,100,80,80,80,100
331,Cacnea,https://www.serebii.net/pokedex-swsh/cacnea/,['grass'],Cactus Pokémon,0.4,51.3,190,50,85,40,85,40,35
332,Cacturne,https://www.serebii.net/pokedex-swsh/cacturne/,"['grass', 'dark']",Scarecrow Pokémon,1.3,77.4,60,70,115,60,115,60,55
333,Swablu,https://www.serebii.net/pokedex-swsh/swablu/,"['normal', 'flying']",Cotton Bird Pokémon,0.4,1.2,255Legends235,45,40,60,40,75,50
334,Altaria,https://www.serebii.net/pokedex-swsh/altaria/,"['dragon', 'flying']",Humming Pokémon,1.1,20.6,45Legends135,75,70,83,70,105,80
335,Zangoose,https://www.serebii.net/pokedex-swsh/zangoose/,['normal'],Cat Ferret Pokémon,1.3,40.3,90,73,115,60,60,60,90
336,Seviper,https://www.serebii.net/pokedex-swsh/seviper/,['poison'],Fang Snake Pokémon,2.7,52.5,90,73,100,60,100,60,65
337,Lunatone,https://www.serebii.net/pokedex-swsh/lunatone/,"['rock', 'psychic']",Meteorite Pokémon,1.0,168.0,45,90,55,65,95,85,70
338,Solrock,https://www.serebii.net/pokedex-swsh/solrock/,"['rock', 'psychic']",Meteorite Pokémon,1.2,154.0,45,90,95,85,55,65,70
339,Barboach,https://www.serebii.net/pokedex-swsh/barboach/,"['water', 'ground']",Whiskers Pokémon,0.4,1.9,190Legends235,50,48,43,46,41,60
340,Whiscash,https://www.serebii.net/pokedex-swsh/whiscash/,"['water', 'ground']",Whiskers Pokémon,0.9,23.6,75Legends135,110,78,73,76,71,60
341,Corphish,https://www.serebii.net/pokedex-swsh/corphish/,['water'],Ruffian Pokémon,0.6,11.5,205,43,80,65,50,35,35
342,Crawdaunt,https://www.serebii.net/pokedex-swsh/crawdaunt/,"['water', 'dark']",Rogue Pokémon,1.1,32.8,155,63,120,85,90,55,55
343,Baltoy,https://www.serebii.net/pokedex-swsh/baltoy/,"['ground', 'psychic']",Clay Doll Pokémon,0.5,20.0,255,40,40,55,40,70,55
344,Claydol,https://www.serebii.net/pokedex-swsh/claydol/,"['ground', 'psychic']",Clay Doll Pokémon,1.5,108.0,90,60,70,105,70,120,75
345,Lileep,https://www.serebii.net/pokedex-swsh/lileep/,"['rock', 'grass']",Sea Lily Pokémon,1.0,23.8,45,66,41,77,61,87,23
346,Cradily,https://www.serebii.net/pokedex-swsh/cradily/,"['rock', 'grass']",Barnacle Pokémon,1.5,60.4,45,86,81,97,81,107,43
347,Anorith,https://www.serebii.net/pokedex-swsh/anorith/,"['rock', 'bug']",Old Shrimp Pokémon,0.7,12.5,45,45,95,50,40,50,75
348,Armaldo,https://www.serebii.net/pokedex-swsh/armaldo/,"['rock', 'bug']",Plate Pokémon,1.5,68.2,45,75,125,100,70,80,45
349,Feebas,https://www.serebii.net/pokedex-swsh/feebas/,['water'],Fish Pokémon,0.6,7.4,255,20,15,20,10,55,80
350,Milotic,https://www.serebii.net/pokedex-swsh/milotic/,['water'],Tender Pokémon,6.2,162.0,60,95,60,79,100,125,81
351,Castform,https://www.serebii.net/pokedex-swsh/castform/,['normal'],Weather Pokémon,0.3,0.8,45,70,70,70,70,70,70
352,Kecleon,https://www.serebii.net/pokedex-swsh/kecleon/,['normal'],Color Swap Pokémon,1.0,22.0,200,60,90,70,60,120,40
353,Shuppet,https://www.serebii.net/pokedex-swsh/shuppet/,['ghost'],Puppet Pokémon,0.6,2.3,225,44,75,35,63,33,45
354,Banette,https://www.serebii.net/pokedex-swsh/banette/,['ghost'],Marionette Pokémon,1.1,12.5,45,64,115,65,83,63,65
355,Duskull,https://www.serebii.net/pokedex-swsh/duskull/,['ghost'],Requiem Pokémon,0.8,15.0,190Legends235,20,40,90,30,90,25
356,Dusclops,https://www.serebii.net/pokedex-swsh/dusclops/,['ghost'],Beckon Pokémon,1.6,30.6,90Legends135,40,70,130,60,130,25
357,Tropius,https://www.serebii.net/pokedex-swsh/tropius/,"['grass', 'flying']",Fruit Pokémon,2.0,100.0,200,99,68,83,72,87,51
358,Chimecho,https://www.serebii.net/pokedex-swsh/chimecho/,['psychic'],Wind Chime Pokémon,0.6,1.0,45Legends180,75,50,80,95,90,65
359,Absol,https://www.serebii.net/pokedex-swsh/absol/,['dark'],Disaster Pokémon,1.2,47.0,30,65,130,60,75,60,75
360,Wynaut,https://www.serebii.net/pokedex-swsh/wynaut/,['psychic'],Bright Pokémon,0.6,14.0,125,95,23,48,23,48,23
361,Snorunt,https://www.serebii.net/pokedex-swsh/snorunt/,['ice'],Snow Hat Pokémon,0.8,16.8,190Legends235,50,50,50,50,50,50
362,Glalie,https://www.serebii.net/pokedex-swsh/glalie/,['ice'],Face Pokémon,1.5,256.5,75Legends135,80,80,80,80,80,80
363,Spale,https://www.serebii.net/pokedex-swsh/spale/,"['ice', 'water']",Clap Pokémon,0.8,39.5,255Legends235,70,40,50,55,50,25
364,Sealeo,https://www.serebii.net/pokedex-swsh/sealeo/,"['ice', 'water']",Ball Roll Pokémon,1.1,87.6,120Legends135,90,60,70,75,70,45
365,Walrein,https://www.serebii.net/pokedex-swsh/walrein/,"['ice', 'water']",Ice Break Pokémon,1.4,150.6,45Legends95,110,80,90,95,90,65
366,Clamperl,https://www.serebii.net/pokedex-swsh/clamperl/,['water'],Bivalve Pokémon,0.4,52.5,255,35,64,85,74,55,32
367,Huntail,https://www.serebii.net/pokedex-swsh/huntail/,['water'],Deep Sea Pokémon,1.7,27.0,60,55,104,105,94,75,52
368,Gorebyss,https://www.serebii.net/pokedex-swsh/gorebyss/,['water'],South Sea Pokémon,1.8,22.6,60,55,84,105,114,75,52
369,Relicanth,https://www.serebii.net/pokedex-swsh/relicanth/,"['water', 'rock']",Longevity Pokémon,1.0,23.4,25,100,90,130,45,65,55
